project_number,person_id_snsf,role,institute_name,institute_place,institute_id_p3
193980,758315,applicant,Institute of Women's Studies  Birzeit University,Birzeit,256273
152019,666876,employee,Ecosystem Management Institute of Terrestrial Ecosystems ETH Zürich,Zürich,230163
177587,666876,employee,Ecosystem Management Institute of Terrestrial Ecosystems ETH Zürich,Zürich,230163
146777,659851,employee,"Pogramme genre, globalisation et changements  IHEID",Genève 21,242757
152034,659851,employee,"Pogramme genre, globalisation et changements  IHEID",Genève 21,242757
171176,659851,employee,"Pogramme genre, globalisation et changements  IHEID",Genève 21,242757
177591,659851,employee,"Pogramme genre, globalisation et changements  IHEID",Genève 21,242757
160373,716292,employee,"Departement Geistes-, Sozial- und Staatswissenschaften (D-GESS) ETH Zürich",Zürich,246379
194093,573370,partner,Institut de psychologie Université de Lausanne,Lausanne,257614
177588,560709,applicant,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
191762,19483,responsible_applicant,Institut für Parasitologie Universität Bern,Bern,47846
160910,737932,employee,NA,NA,NA
146791,617066,applicant,University of Antananarivo,Antananarivo,239612
194252,759390,partner,Tea Research Institute of Sri Lanka,Talawakelle,256461
177385,759114,employee,NA,NA,NA
147314,604900,employee,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Zürich,90107
177346,604900,employee,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Zürich,90107
177481,604900,employee,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Zürich,90107
147210,643190,employee,Global Governance CIS ETH Zürich,Zürich,233813
160897,674226,applicant,Laboratoire Citoyennetés,Ouagadougou,241097
152085,620139,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
177322,698952,employee,ZHAW Soziale Arbeit Institut für Vielfalt und gesellschaftliche,Zürich,261344
183760,752026,employee,Swiss Tropical and Public Health Institute Department of Epidemiology and Public Health University of Basel,Basel,252930
147210,65916,applicant,Département de science politique et relations internationales Université de Genève,Genève 4,121316
171175,690368,applicant,Département de science politique et relations internationales Université de Genève,Genève 4,121316
147320,643124,employee,Geographisches Institut Universität Bern,Bern,1758
152224,577188,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
152033,119889,applicant,Geographisches Institut Universität Bern,Bern,1758
177585,119889,applicant,Geographisches Institut Universität Bern,Bern,1758
171191,716294,employee,Centre for Development and Environment University of Bern,Bern,240943
152167,576801,applicant,Institut für Politikwissenschaft Universität Bern,Bern,53632
177592,576801,applicant,Institut für Politikwissenschaft Universität Bern,Bern,53632
169564,683161,applicant,National Institute for Economic Research (NIER),Vientiane Capital,246716
194008,683161,applicant,National Institute for Economic Research (NIER),Vientiane Capital,246716
152033,623671,employee,Centre for Development and Environment University of Bern,Bern,240943
177585,623671,employee,Centre for Development and Environment University of Bern,Bern,240943
160910,737509,employee,Institut für Wirtschaftsinformatik Fachhochschule Nordwestschweiz Hochschule für Wirtschaft,Basel,95106
160923,715978,employee,NA,NA,NA
160876,567108,applicant,Swiss Tropical and Public Health Institute,Basel,3448
147725,661658,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
171191,661658,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
147330,707195,employee,NA,NA,NA
177480,707195,employee,NA,NA,NA
160366,665829,applicant,B P Koirala Institute of Health Sciences School of Public Health & Community Medicine,Dharan,243793
147725,617312,applicant,Graduate Center for Development Sciences Universidad Mayor de San Andres,La Paz,239685
171191,617312,applicant,Graduate Center for Development Sciences Universidad Mayor de San Andres,La Paz,239685
160867,598033,employee,Swiss Peace Foundation - swisspeace,Bern,130853
152034,661272,employee,"Département de Relations internationales et Science politique IHEID, Graduate Institute",Genève,242143
177591,661272,employee,"Département de Relations internationales et Science politique IHEID, Graduate Institute",Genève,242143
152167,626165,employee,NA,NA,NA
177592,626165,employee,NA,NA,NA
146896,533453,applicant,Dar es Salaam City Council City Medical Office Health,Dar es Salaam,230561
152085,634131,applicant,Sokoine University of Agriculture Faculty of Forestry and Nature Conservation Department of Forest Mensuration and Managem,Morogoro,242776
177588,634131,applicant,Sokoine University of Agriculture Faculty of Forestry and Nature Conservation Department of Forest Mensuration and Managem,Morogoro,242776
160374,662916,employee,Département d'économie (DE) Faculté des Hautes Etudes Commerciales (HEC) Université de Lausanne,Lausanne,23069
183759,662916,employee,Département d'économie (DE) Faculté des Hautes Etudes Commerciales (HEC) Université de Lausanne,Lausanne,23069
177385,603754,employee,Institut für Sprachwissenschaft Universität Bern,Bern 9,35073
160906,674250,applicant,Faculty of Forestry Universitas Gadjah Mada,"Bulaksumur, Yogyakarta",245879
147286,617329,applicant,Makerere University,Makerere Main Campus,239729
152033,659578,employee,Akademie der Naturwissenschaften Schweiz SCNAT,Bern,231596
146896,709797,employee,Klinik und Poliklinik für Kinderheilkunde Medizinische Universitäts-Kinderklinik Inselspital,Bern,46154
160877,20507,responsible_applicant,Institut für Pflanzen- und Mikrobiologie Universität Zürich,Zürich,41533
177481,75310,applicant,"Hochschule für Agrar-, Forst- und Lebensmittelwissenschaften HAFL Berner Fachhochschule BFH",Zollikofen,230309
193649,781656,employee,NA,NA,NA
169632,672232,employee,Research Division Education Systems Swiss Economic Institute Swiss Federal Institute for Technology ETH,Zürich,244279
152154,110193,responsible_applicant,CABI,Delémont,107132
177583,110193,responsible_applicant,CABI,Delémont,107132
160929,110631,responsible_applicant,Institut des sciences sociales Faculté des sciences sociales et politiques Université de Lausanne,Lausanne,6113
169470,683120,applicant,National University of Laos Faculty of Engineering,Vientiane,246710
194006,683120,applicant,National University of Laos Faculty of Engineering,Vientiane,246710
160929,673931,employee,Global Studies Institute Université de Genève,Genève,251085
152017,658638,employee,Group of Plant Nutrition Institute of Agricultural Sciences ETH Zurich,Lindau,242770
177584,658638,employee,Group of Plant Nutrition Institute of Agricultural Sciences ETH Zurich,Lindau,242770
183759,801385,employee,NA,NA,NA
146875,60699,applicant,Centre for Training and Integrated Research in ASAL Development CETRAD,Nanyuki,233998
152033,60699,applicant,Centre for Training and Integrated Research in ASAL Development CETRAD,Nanyuki,233998
177585,60699,applicant,Centre for Training and Integrated Research in ASAL Development CETRAD,Nanyuki,233998
177588,60699,applicant,Centre for Training and Integrated Research in ASAL Development CETRAD,Nanyuki,233998
160876,94379,applicant,Molecular Virology Department Biomedicine - Petersplatz Universität Basel,Basel,255304
147836,642845,employee,NA,NA,NA
152224,541182,employee,IAM Institut für Angewandte Medienwissenschaft ZHAW,Winterthur,232147
177582,541182,employee,IAM Institut für Angewandte Medienwissenschaft ZHAW,Winterthur,232147
152154,634429,applicant,Fish For Africa - Ghana,Accra,241621
177583,634429,applicant,Fish For Africa - Ghana,Accra,241621
194093,583940,partner,ETH Zürich,Zürich,230792
146777,569496,employee,Institut de Hautes Etudes Internationales et du Développement,Genève 21,96722
194252,627670,partner,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
193925,782226,employee,NA,NA,NA
169632,758538,employee,NA,NA,NA
194005,758538,employee,NA,NA,NA
177582,631091,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
169430,664446,responsible_applicant,Institut de géographie et durabilité Faculté des géosciences et de l'environnemen Université de Lausanne,Lausanne,239601
194004,664446,responsible_applicant,Institut de géographie et durabilité Faculté des géosciences et de l'environnemen Université de Lausanne,Lausanne,239601
160374,666126,applicant,INTERNATIONAL INSTITUTE FOR POPULATION SCIEN,Mumbai,245028
183759,666126,applicant,INTERNATIONAL INSTITUTE FOR POPULATION SCIEN,Mumbai,245028
160374,666126,applicant,Dept. of Fertility Studies Int. Institute for population science,MUMBAI,245028
183759,666126,applicant,Dept. of Fertility Studies Int. Institute for population science,MUMBAI,245028
146777,590368,applicant,"Institut d'études politiques, historiques et internationales (IEPHI) - Faculté des SSP Université de Lausanne",Lausanne,77288
171176,590368,applicant,"Institut d'études politiques, historiques et internationales (IEPHI) - Faculté des SSP Université de Lausanne",Lausanne,77288
177515,798990,employee,NA,NA,NA
177474,546881,applicant,Institut für Geophysik ETH Zürich,Zürich,2192
147350,617451,applicant,Makerere University,Makerere Main Campus,239729
147330,651220,employee,Institute for Materials and Wood Technology  Berne University of Applied Sciences,Biel/Bienne,230519
160876,661427,responsible_applicant,Dept. of Medicine Swiss TPH,Basel,249624
160366,698474,employee,Université de Genève,Genève,246117
160909,674208,applicant,Papua New Guinea PNG Institute of Medical Researh,Madang,245870
152034,622777,employee,Interdisziplinäres Zentrum für Geschlechterforschung (IZFG) Universität Bern,Bern,210259
177591,622777,employee,Interdisziplinäres Zentrum für Geschlechterforschung (IZFG) Universität Bern,Bern,210259
147320,617361,applicant,Servicio Nacional de Meterologia e Hidrologia del Peru SENAMHI,Lima,239744
177588,655151,applicant,Centre for Invasion Biology Botany and Zoology Stellenbosch University,Stellenbosch,243768
160876,661998,applicant,"SolidarMed, Swiss Organization for Health in",Butha-Buthe,255694
160923,690197,employee,Vaccine Formulation Institute,Plan-les-Ouates,257337
169461,710235,employee,NA,NA,NA
194003,710235,employee,NA,NA,NA
198747,649201,partner,University of California,Irvine,96695
152085,675951,employee,Rijksvastgoedbedrijf Ministry of the Interior,Wageningen,259649
177481,533051,applicant,NA,NA,NA
152167,688559,employee,Centre for Development and Environment University of Bern,Bern,240943
177592,688559,employee,Centre for Development and Environment University of Bern,Bern,240943
152017,634074,applicant,INERA,Ouagadougou,241509
177584,634074,applicant,INERA,Ouagadougou,241509
169461,558777,employee,Department of Epidemiology and Public Health Swiss Tropical and Public Health Institute Universität Basel,Basel,229552
194003,558777,employee,Department of Epidemiology and Public Health Swiss Tropical and Public Health Institute Universität Basel,Basel,229552
160909,514419,responsible_applicant,Institut für Sozial- und Präventivmedizin Universität Bern,Bern,110
160867,696340,employee,swisspeace Department of Political Science University of Basel,Basel,248698
146955,691148,employee,Institut des sciences sociales Faculté des sciences sociales et politiques Université de Lausanne,Lausanne,6113
171188,691148,employee,Institut des sciences sociales Faculté des sciences sociales et politiques Université de Lausanne,Lausanne,6113
152167,643814,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
177592,643814,employee,Zentrum für Entwicklung und Umwelt Universität Bern,Bern,230255
194003,758490,applicant,Ifakara Health Institute Department of Environmental Health and Ecological Sciences,Ifakara,244402
177385,66297,responsible_applicant,Anatomisches Institut Universität Zürich,Zürich,857
169461,634293,applicant,Manhiça Health Research Centre Manhiça Foundation,Maputo,246704
194003,634293,applicant,Manhiça Health Research Centre Manhiça Foundation,Maputo,246704
160904,70521,responsible_applicant,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
160914,657149,employee,Laboratoire de systèmes d'information géographique EPFL - ENAC - IIE - LASIG,Lausanne,228142
194008,795662,employee,NA,NA,NA
146955,526795,applicant,Institut des sciences sociales Faculté des sciences sociales et politiques Université de Lausanne,Lausanne,6113
160906,617252,applicant,Department of Town and Country Planning University of Moratuwa,Katubedda,244428
147330,651219,employee,NA,NA,NA
147286,617326,applicant,Makerere University,Makerere Main Campus,239729
177296,19499,responsible_applicant,Haute école de travail social et de la santé HES-SO,Lausanne,27349
169632,751501,employee,NA,NA,NA
160373,689362,employee,NA,NA,NA
152019,688130,employee,NA,NA,NA
177587,688130,employee,NA,NA,NA
199067,773919,applicant,Petroleum and Petrochemical College  Chulalongkorn University,Bangkok,258274
160914,505028,responsible_applicant,Industrial Process and Energy Systems Engineering EPFLValais Wallis,Sion,250486
194006,773974,employee,NA,NA,NA
152085,681964,employee,NA,NA,NA
169564,718463,employee,"Centre on Conflict, Development and Peacebuilding (CCDP) IHEID",Genève 1,234336
183760,552030,applicant,Ifakara Health Institute,Dar es Salaam,230492
177295,125502,applicant,Institut de psychologie Université de Lausanne,Lausanne,6101
177587,768049,employee,NA,NA,NA
147210,694172,employee,NA,NA,NA
171175,694172,employee,NA,NA,NA
171191,716279,employee,Interdisziplinäres Zentrum für Geschlechterforschung Universität Bern,Bern,128528
147320,617348,employee,MeteoSchweiz,Zürich,212842
160374,590587,responsible_applicant,Département de Stratégie Faculté des HEC - Internef Université de Lausanne,Lausanne,247661
183759,590587,responsible_applicant,Département de Stratégie Faculté des HEC - Internef Université de Lausanne,Lausanne,247661
169470,607083,responsible_applicant,Pädagogische Hochschule Zürich,Zürich,232714
194006,607083,responsible_applicant,Pädagogische Hochschule Zürich,Zürich,232714
171188,748696,employee,NA,NA,NA
177346,515141,applicant,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Zürich,90107
169564,706894,employee,NA,NA,NA
194005,773241,employee,Research Division Education Systems Swiss Economic Institute Swiss Federal Institute for Technology ETH,Zürich,244279
146955,651891,employee,Laboratoire d'Anthropologie Culturelle et Sociale (LACS) Université de Lausanne,Lausanne,245453
171188,651891,employee,Laboratoire d'Anthropologie Culturelle et Sociale (LACS) Université de Lausanne,Lausanne,245453
152154,712944,employee,NA,NA,NA
177583,712944,employee,NA,NA,NA
169564,643328,employee,Graduate Institute of International and Development Studies IHEID,Genève,244502
194008,643328,employee,Graduate Institute of International and Development Studies IHEID,Genève,244502
160897,729440,employee,NA,NA,NA
177296,799252,applicant,l’Université Catholique d'Afrique Centrale,Yaoundé,251684
152154,634421,applicant,Centre de Recherche Agricole (CRA) Agonkanm Institut National des Recherches Agricoles,Cotonou 01,242552
177583,634421,applicant,Centre de Recherche Agricole (CRA) Agonkanm Institut National des Recherches Agricoles,Cotonou 01,242552
152167,632970,responsible_applicant,Wyss Academy for Nature Universität Bern,Bern,258775
177592,632970,responsible_applicant,Wyss Academy for Nature Universität Bern,Bern,258775
152167,590751,employee,Institut für Politikwissenschaft Universität Bern,Bern,53632
177592,590751,employee,Institut für Politikwissenschaft Universität Bern,Bern,53632
152019,634082,applicant,WWF Cameroon Programme Office Immeuble Panda,Yaoundé,241513
177587,634082,applicant,WWF Cameroon Programme Office Immeuble Panda,Yaoundé,241513
160910,662139,applicant,Department of Public Health University of Zambia,Lusaka,244433
147718,647018,employee,Université de Genève,Genève 4,126726
171191,749617,employee,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
160366,655360,applicant,CRONICAS Center for Global Health Universidad Peruana Cayetano Heredia,Lima,261322
160374,655448,applicant,Invest in Knowledge,Zomba,243807
183759,655448,applicant,Invest in Knowledge,Zomba,243807
147210,674211,employee,NA,NA,NA
171175,674211,employee,NA,NA,NA
194252,759388,applicant,University of Peradeniya,Peradeniya,234120
194252,759387,applicant,Tea Research Institute of Sri Lanka,Talawakelle,256461
177584,634129,applicant,"Université d’Abomey-Calavi Faculté des Sciences Agronomiques Lab. of Genetics, Horticulture and Seed Sc.",Cotonou,241521
147320,617358,applicant,Universidad Mayor de San Andrés (UMSA),La Paz,239679
160867,661981,applicant,University of Juba,Juba,245860
177295,706374,applicant,Unité de formation et de recherche en lettres et sciences humaines (UFR/LSH) University of Koudougou,Koudougou,259099
160373,655428,applicant,Ifakara Health Institute,Dar es Salaam,230492
190277,740544,applicant,Institute of Social and Preventive Medicine (ISPM) Universität Bern,Bern,79308
177386,519234,applicant,"Department of Ecosystems and Conservation College of Forestry, Wildlife and Tourism Sokoine University of Agriculture",Morogoro,250814
177582,632099,employee,NA,NA,NA
152224,645563,applicant,Kenya Agricultural & Livestock Research Org KALRO Food Crops Research Centre,Kabete,243039
177582,645563,applicant,Kenya Agricultural & Livestock Research Org KALRO Food Crops Research Centre,Kabete,243039
169564,708728,employee,NA,NA,NA
147350,617453,applicant,Makerere University,Makerere Main Campus,239729
177319,706469,applicant,Cervical Cancer Prevention Program in Zambia Women and Newborn Hospital University of Zambia,Lusaka,249587
152167,634459,applicant,Environmental Care and Community Secuity Ins,Yangon,255714
177592,634459,applicant,Environmental Care and Community Secuity Ins,Yangon,255714
152154,659640,employee,NA,NA,NA
177583,659640,employee,NA,NA,NA
152017,552985,applicant,Institut du Développement Rural Université Polytechnique de Bobo Dioulasso,Bobo Dioulasso 01,241626
177584,552985,applicant,Institut du Développement Rural Université Polytechnique de Bobo Dioulasso,Bobo Dioulasso 01,241626
191762,751446,partner,Institut für Zellbiologie Departement Biologie Universität Bern,Bern,218544
177322,662002,applicant,Indian Institute of Technology Bombay,Mumbai,239191
171188,690582,applicant,Department of social and behavioral science Faculty of Arts Birzeit University,Birzeit,247359
146955,626979,applicant,Centre de Recherche et de Formation pour la Chaire Unesco Université du Burundi,Bujumbura,240710
171188,626979,applicant,Centre de Recherche et de Formation pour la Chaire Unesco Université du Burundi,Bujumbura,240710
169430,683103,applicant,Consultative & Research Center on Natural Resources Management CORENARM,Hue City,255903
194004,683103,applicant,Consultative & Research Center on Natural Resources Management CORENARM,Hue City,255903
147210,617296,applicant,Copperbelt University Deg Hammarskjöld Institute for Peace Studies,Kitwe,239716
171175,617296,applicant,Copperbelt University Deg Hammarskjöld Institute for Peace Studies,Kitwe,239716
169430,706888,employee,NA,NA,NA
194004,706888,employee,NA,NA,NA
152017,542586,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
152224,542586,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
160904,542586,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
177582,542586,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
177584,542586,employee,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
152085,634490,applicant,Department of Agricultural Economics  Haramaya University,Dire Dawa,242777
177588,634490,applicant,Department of Agricultural Economics  Haramaya University,Dire Dawa,242777
152017,43906,applicant,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
177584,43906,applicant,Forschungsinstitut für biologischen Landbau (FiBL),Frick,1081
146955,653535,applicant,NA,NA,NA
194252,759389,partner,University of Peradeniya,Peradeniya,234120
152154,634427,applicant,CSIR - Animal Research Institute Council for Scientific and Industrial Resear,Achimota,241619
177583,634427,applicant,CSIR - Animal Research Institute Council for Scientific and Industrial Resear,Achimota,241619
160929,617056,applicant,"Group of Administrative, Political and Social Research University of Yaoundé II",Yaounde,218329
194093,758680,applicant,"Iranian National Center for Addiction Studies (INCAS), Tehran University of Medical Sciences",Tehran,256335
152019,645505,applicant,WWF Cameroon Programme Office Immeuble Panda,Yaoundé,241513
193649,756693,applicant,Kwame Nkrumah Univ. of Science & Technology Department of Mechanical Engineering College of Engineering,Kumasi,257942
147836,662446,employee,World Trade Institute Universität Bern,Bern,248220
177592,662724,employee,Zentrum für Entwicklung und Umwelt Geographisches Institut Universität Bern,Bern,252868
194252,45738,partner,Group of Plant Nutrition Institute of Agricultural Sciences ETH Zurich,Lindau,242770
160919,29512,applicant,Swiss Tropical and Public Health Institute,Basel,229553
160930,57587,responsible_applicant,Swiss Tropical and Public Health Institute,Basel,3448
160374,681707,employee,NA,NA,NA
183759,681707,employee,NA,NA,NA
147836,632639,applicant,Department of Economics University of Ghana,Accra,241077
147210,617284,applicant,Ghana Center for Democratic Development,Legon Accra,239705
147278,573082,applicant,College of Agriculture & Consumer Sciences Forest and Horticultural Crops Research Cent University of Ghana,Accra-Legon,242484
152224,573082,applicant,College of Agriculture & Consumer Sciences Forest and Horticultural Crops Research Cent University of Ghana,Accra-Legon,242484
177582,573082,applicant,College of Agriculture & Consumer Sciences Forest and Horticultural Crops Research Cent University of Ghana,Accra-Legon,242484
169461,683117,applicant,Ifakara Health Institute (IHI),"Ifakara, Morogoro",246705
147718,547641,responsible_applicant,Institute of Economics and Econometrics Geneva School of Economics and Management Université de Genève,Genève 4,244611
171177,547641,applicant,Institute of Economics and Econometrics Geneva School of Economics and Management Université de Genève,Genève 4,244611
160877,739671,applicant,NA,NA,NA
171176,690466,applicant,WILPF Nigeria,Enugu,247340
146777,671512,applicant,NA,NA,NA
193649,633119,responsible_applicant,Urban Energy Systems Laboratory  Empa Swiss Federal Laboratories for Material,Dübendorf 2,254738
183760,752759,employee,NA,NA,NA
146919,524806,applicant,Université de Cocody,Abidjan,233922
177295,706373,applicant,Unité de Formation et de Recherche en Scienc Department of Sociology University of Ouaga 1 Pr Joseph Ki-Zerbo,Ouagadougou 03,249556
177474,706754,applicant,Laboratory of Ecological Chemistry Inst. of Chemistry and Chemical Technology Mongolian Academy of Sciences,Ulaanbaatar,249670
152019,644054,applicant,Forests and Governance Programme Center for International Forestry Research,Bogor,242661
169632,661994,applicant,School of Education Kathmandu University,Kathmandu,244372
194005,661994,applicant,School of Education Kathmandu University,Kathmandu,244372
189496,583034,applicant,ICIPE Environmental Health,Nairobi,255441
177295,706375,applicant,Département de Psychologie Appliquée National Institute of Educational Sciences University of Lomé,Lomé,249557
177385,706662,applicant,Universidad del Valle de Guatemala,Guatemala City,249632
160929,100175,applicant,Global Studies Institute Sciences II Université de Genève,Genève 4,3081
177480,706780,applicant,Philippine Coconut Autority Non-Food Products Development Division Zamboanga Research Center,Zamboanga City,249687
146955,560203,employee,Political Sciences and Int. Relations University of Geneva,Genève,253616
171188,560203,employee,Political Sciences and Int. Relations University of Geneva,Genève,253616
177346,706775,applicant,Estacion Experimental de Pastos Indio Hatuey,Havana,249681
177481,706781,applicant,Agrarian University of Havana,San José de las Lajas,249703
177385,752980,employee,Denny Hall Department of Anthropology and Archaeology Dickinson College,Carlisle,261321
160909,674213,applicant,Modilon General Hospital,Madang,245872
147725,623497,applicant,National University of Laos Faculty of Social Sciences,Vientiane,240146
171191,623497,applicant,National University of Laos Faculty of Social Sciences,Vientiane,240146
147330,560229,responsible_applicant,"Berner Fachhochschule Architektur, Holz und Bau",Biel/Bienne 6,224160
177480,560229,responsible_applicant,"Berner Fachhochschule Architektur, Holz und Bau",Biel/Bienne 6,224160
160910,598722,employee,Swiss Educational Innovation Network SEIN Schweizerisches Netzwerk für Bildungsinnovat,Basel,255672
160910,598722,employee,Institut für Wirtschaftsinformatik Fachhochschule Nordwestschweiz Hochschule für Wirtschaft,Basel,255672
171177,775605,employee,NA,NA,NA
160909,662134,applicant,Institute of Medical Research Papua New Guinea,Goroka,230503
147718,623464,applicant,Escola de Economia de São Paulo- FGV/SP,Sao Paulo,247343
171177,623464,applicant,Escola de Economia de São Paulo- FGV/SP,Sao Paulo,247343
147718,623449,applicant,African Center for Economic Transformation,Accra,240131
171177,623449,applicant,African Center for Economic Transformation,Accra,240131
177386,758982,employee,NA,NA,NA
169461,774634,employee,NA,NA,NA
194003,774634,employee,NA,NA,NA
147330,528307,applicant,Haute école de gestion Arc HES-SO,Neuchâtel,240700
146777,574617,responsible_applicant,Gender Studies Center University of Geneva,Genève,253750
152034,574617,responsible_applicant,Gender Studies Center University of Geneva,Genève,253750
171176,574617,responsible_applicant,Gender Studies Center University of Geneva,Genève,253750
177591,574617,responsible_applicant,Gender Studies Center University of Geneva,Genève,253750
146919,46953,responsible_applicant,Groupe des procédés avancés d'oxydation GPAO EPFL - SB - ISIC - GPAO,Lausanne,245436
177474,706755,applicant,National Renewable Energy Centre,Ulaanbaatar,249671
152019,682591,employee,Laboratoire des systèmes écologiques EPFL - ENAC - IIE - ECOS,Lausanne,220082
177587,682591,employee,Laboratoire des systèmes écologiques EPFL - ENAC - IIE - ECOS,Lausanne,220082
160374,666127,applicant,University of the Philippines School of Economics,"Diliman, Quezon City",245029
183759,666127,applicant,University of the Philippines School of Economics,"Diliman, Quezon City",245029
194093,758930,applicant,"Iranian National Center for Addiction Studies (INCAS), Tehran University of Medical Sciences",Tehran,256335
171176,690467,applicant,CENTER FOR SECURITY AND PEACE STUDIES  GADJAH MADA UNIVERSITY,Yogyakarta,239717
147836,623719,applicant,Department of Economics University of Dhaka,Dhaka,244468
147836,632636,applicant,Institut National de la Statistique de Madagascar,Antananarivo,240198
146791,99006,applicant,ESSA Forêts School of Agronomy University of Antananarivo,Antananarivo,249581
146852,99006,applicant,ESSA Forêts School of Agronomy University of Antananarivo,Antananarivo,249581
152167,99006,applicant,ESSA Forêts School of Agronomy University of Antananarivo,Antananarivo,249581
177592,99006,applicant,ESSA Forêts School of Agronomy University of Antananarivo,Antananarivo,249581
146791,617067,applicant,Ecole supérieure de sciences agronomiques ESSA Département Eaux et forêts,Antanarivo,99008
147836,623723,applicant,School of Economic and Business Sciences University of the Witwatersrand,Johannesburg,241078
160374,655444,applicant,Institute for Health Policy,Colombo,243806
183759,655444,applicant,Institute for Health Policy,Colombo,243806
171188,605112,employee,Leuven Institute of Criminology Faculty of Law Katholieke Universiteit Leuven,Leuven,232184
188830,741068,applicant,Central Department of Economics (CEDECON)  Tribhuvan University,Kathmandu,254198
146791,617065,applicant,Centre National de Recherche sur l'Environnement (CNRE),Antananarivo,218520
146875,641068,employee,NA,NA,NA
169632,661341,responsible_applicant,D-MTEC Swiss Economic Institute Swiss Federal Institute for Technology ETH,Zürich,256297
194005,661341,responsible_applicant,D-MTEC Swiss Economic Institute Swiss Federal Institute for Technology ETH,Zürich,256297
152034,541575,applicant,IHEID / GIIDS,Genève 21,229363
177515,112507,employee,Institut Umwelt und Natürliche Ressourcen ZHAW,Wädenswil,231915
152085,634488,applicant,Tanzania Forestry Research Institute Lushoto Centre,Lushoto,259082
177588,634488,applicant,Tanzania Forestry Research Institute Lushoto Centre,Lushoto,259082
146777,631543,employee,Graduate Institute Chemin Eugène-Rigot 2A Department of International Relations,Genève 1,244869
171176,631543,employee,Graduate Institute Chemin Eugène-Rigot 2A Department of International Relations,Genève 1,244869
152019,645506,applicant,WWF Colombia,Bogotá B.C.,243035
177587,645506,applicant,WWF Colombia,Bogotá B.C.,243035
160876,674176,applicant,"SolidarMed, Swiss Organization for Health in",Butha-Buthe,255694
152033,519029,responsible_applicant,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
177585,519029,responsible_applicant,Centre for Development and Environment (CDE) Universität Bern,Bern,242779
191762,31289,partner,Institut für Zellbiologie Departement Biologie Universität Bern,Bern,218544
177346,706774,applicant,Centro Nacional de Sanidad Agropecuaria CENSA,Havanna,249682
147320,626693,applicant,Servicio Nacional de Meterologia e Hidrologia del Peru SENAMHI,Lima,239744
147320,626692,applicant,Bundesamt für Meteorologie und Klimatologie MeteoSwiss,Zürich,48278
177295,121122,responsible_applicant,Institut de psychologie Université de Lausanne,Lausanne,6101
152019,634080,applicant,"Naturaleza, Energía y Sociedad",Bogota,242668
177587,634080,applicant,"Naturaleza, Energía y Sociedad",Bogota,242668
198887,15919,partner,University of Fribourg Department of Pathology,Fribourg,258101
171175,590824,employee,Internationale Konfliktforschung ETH Zürich,Zürich,236390
177385,706663,applicant,Universidad Catolica Sedes Sapientiae - Nopo,Atalaya,249633
177474,658535,applicant,Institut für Geophysik ETH Zürich,Zürich,2192
147210,617295,applicant,Universidad de San Carlos de Guatemala Instituto de Investigaciones Históricas Antropológicas y Arqueológicas,Guatemala City,239715
171175,617295,applicant,Universidad de San Carlos de Guatemala Instituto de Investigaciones Históricas Antropológicas y Arqueológicas,Guatemala City,239715
160373,725659,employee,NA,NA,NA
160373,623749,employee,Swiss Tropical and Public Health Institute Health Interventions Unit,Basel,242873
160897,674225,applicant,Unilurio University Campus de Marrere,Nampula,244410
190277,749403,applicant,Shahid Sadoughi University of Medical Science,Yazd,254940
193925,757991,applicant,Faculty of Tropical Medicine Mahidol University,Bangkok,214935
152224,634586,applicant,Centre Régional de Recherche Agronomique Institut d'Economie Rurale (IER),Sikasso,241698
177474,701762,responsible_applicant,Departement Erdwissenschaften ETH Zürich,Zürich,32840
147278,527474,employee,Research Institute of Organic Agriculture Department of International Cooperation FiBL,Frick,246229
152154,634435,applicant,Institut du Développement Rural Université Polytechnique de Bobo Dioulasso,Bobo Dioulasso 01,241626
177583,634435,applicant,Institut du Développement Rural Université Polytechnique de Bobo Dioulasso,Bobo Dioulasso 01,241626
190140,519293,applicant,Centro Internacional de Entrenamiento e Investigaciones Medicos (CIDEIM),Cali,218534
160374,656421,employee,HEC - Ecole des Hautes Etudes Commerciales Université de Lausanne,Lausanne,7411
