gm_status,gm_icon,gm_lat,gm_lng,gm_addr,gm_name,gm_id,gm_types,enc_str
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,-25.9521498,32.6035601,"3453 Avenida Julius Nyerere, Maputo, Mosambik",Eduardo-Mondlane-Universität,ChIJjxp_uU6a5h4Rc0ha9QYLdKI,"university,point_of_interest,establishment","Eduardo%20Mondlane%20University%20Faculty%20of%20Medicine,%20Maputo"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.0300213,8.9205513,"Via Cantonale 16E, 6928 Manno, Schweiz","SUPSI - Dipartimento economia aziendale, sanità e sociale (DEASS) - Palazzo E",ChIJR0n3vpUyhEcRsY_Wk8B0Gs0,"university,point_of_interest,establishment","Dipartimento%20economia%20aziendale,%20sanit%C3%A0%20e%20sociale%20(DEASS)%20SUPSI,%20Manno"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,47.55592780000001,7.577431699999999,"Socinstrasse 57, 4051 Basel, Schweiz",Schweizerisches Tropen- und Public Health-Institut,ChIJMQKj8wC5kUcRjBRGaJHolw0,"health,point_of_interest,establishment","Schweizerisches%20Tropen-%20und%20Public%20Health-Institut,%20Basel"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.1757046,6.1390892,"Campus Battelle, Rue de la Tambourine 17, 1227 Carouge, Schweiz",Geneva School of Business Administration,ChIJLRpD2uB6jEcR4iK7T6ydYt4,"university,point_of_interest,establishment","Haute%20Ecole%20de%20Gestion%20de%20Geneve%20HES-SO,%20Carouge"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.9557933,7.4356788,"Mittelstrasse 43, 3012 Bern, Schweiz",Centre for Development and Environment,ChIJVT-GkL05jkcRBVnXQeFm02E,"university,point_of_interest,establishment","Centre%20for%20Development%20and%20Environment%20(CDE)%20Universit%C3%A4t%20Bern,%20Bern"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,43.0746139,-89.4276171,"1 Gifford Pinchot Dr, Madison, WI 53726, Vereinigte Staaten",USDA Forest Products Laboratory,ChIJse51EO2sB4gRLyb8SZW41OU,"point_of_interest,establishment","Forest%20Products%20Research%20&%20Development%20Inst.%20Chemistry%20and%20Biotechnology%20Section,%20Laguna"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,16.0626374,-16.4258643,"Université Gaston berger, Dakar, Senegal",Gaston Berger University,ChIJH_TknLpQlQ4R0kTHernFtCE,"university,point_of_interest,establishment","Section%20de%20Sociologie%20UFR%20de%20Lettres%20et%20Sciences%20Humaines%20Universit%C3%A9%20Gaston%20Berger,%20St.%20Louis"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,10.8507786,106.7718784,"1 Võ Văn Ngân, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",Ho Chi Minh City University of Technology and Education,ChIJEePlmbsndTERaR6VvasIlys,"university,point_of_interest,establishment","Ho%20Chi%20Minh%20University%20of%20Education%20and%20Technology,%20Ho%20Chi%20Minh%20City"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.2209088,6.1436432,"Chemin Eugène-Rigot 2A, 1202 Genève, Schweiz",Hochschulinstitut für internationale Studien und Entwicklung,ChIJJ5vlO-JkjEcRuRHZyflX0XU,"university,point_of_interest,establishment","Institut%20de%20Hautes%20Etudes%20Internationales%20et%20du%20D%C3%A9veloppement,%20Gen%C3%A8ve%2021"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.9504896,7.438119,"Hochschulstrasse 6, 3012 Bern, Schweiz",Universität Bern,ChIJDWEotJ85jkcRRP-8NWlTN-E,"university,point_of_interest,establishment","Zentrum%20f%C3%BCr%20Entwicklung%20und%20Umwelt%20Universit%C3%A4t%20Bern,%20Bern"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,11.5773061,104.8936949,"56 St 315, Phnom Penh, Kambodscha",Cambodia Development Resource Institute,ChIJ-XexkndRCTERudyDFjFpnHo,"point_of_interest,establishment","CDRI,%20Cambodia,%20Phnom%20Penh"
